Dataset,Model,Batch_Size,Optimizer,Epoch,Train_Loss,Val_Loss,Epoch_Time_sec,Cumulative_Time_sec
Synthetic_784d,DeepLinearAutoencoder,128,Adam,38,0.03620108842849731,0.036129922717809675,0.04930591583251953,1.9579675197601318
Synthetic_784d,DeepLinearAutoencoder,128,Adam,39,0.03617055371403694,0.03610062128305435,0.050080299377441406,2.0080478191375732
Synthetic_784d,DeepLinearAutoencoder,128,Adam,40,0.03615158873796463,0.03607576575875282,0.04928278923034668,2.05733060836792
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,1,1253199.1022811355,1.2309180603027343,0.05446219444274902,0.05446219444274902
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,2,2.5638432636260986,1.1056256370544433,0.04780912399291992,0.10227131843566895
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,3,1.174302537918091,0.857629186630249,0.047736406326293945,0.1500077247619629
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,4,0.8839499835968018,0.8604348998069763,0.04895186424255371,0.1989595890045166
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,5,0.8683952441215516,0.8861957268714905,0.04665994644165039,0.245619535446167
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,6,0.8444496994018554,0.9842570562362671,0.0491487979888916,0.2947683334350586
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,7,1.1823287148475647,0.888858738899231,0.048043251037597656,0.34281158447265625
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,8,0.9219869022369385,0.7716410970687866,0.04682159423828125,0.3896331787109375
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,9,0.7444068617820739,0.8107782125473022,0.04501748085021973,0.4346506595611572
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,10,0.6910477256774903,0.5430176348686219,0.04558300971984863,0.48023366928100586
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,11,0.7221607513427735,0.6855838465690612,0.04800152778625488,0.5282351970672607
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,12,0.7299970622062684,0.6133439202308655,0.04987001419067383,0.5781052112579346
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,13,0.5972879817485809,0.4885276086330414,0.04987025260925293,0.6279754638671875
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,14,0.5194836535453796,0.4899368577003479,0.051354408264160156,0.6793298721313477
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,15,0.49103288221359254,0.4677813241481781,0.05031919479370117,0.7296490669250488
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,16,0.6777296228408813,0.9101644687652588,0.050531864166259766,0.7801809310913086
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,17,0.6486022129058838,0.4784368100166321,0.04675936698913574,0.8269402980804443
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,18,0.44267632508277893,0.6721571230888367,0.04631352424621582,0.8732538223266602
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,19,0.4310821123123169,0.47094028997421267,0.04714322090148926,0.9203970432281494
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,20,0.35477652931213377,0.31720770931243897,0.049512386322021484,0.9699094295501709
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,21,0.40794192028045656,0.38699829864501956,0.04645586013793945,1.0163652896881104
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,22,0.3407765407562256,0.39233808064460757,0.04656028747558594,1.0629255771636963
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,23,0.33340265798568725,0.32441862869262694,0.04666876792907715,1.1095943450927734
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,24,0.2184908074736595,0.15396604216098786,0.04639935493469238,1.1559937000274658
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,25,0.08222755289077759,0.07069633895158768,0.04851579666137695,1.2045094966888428
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,26,0.0439802263379097,0.059644357025623325,0.051828622817993164,1.256338119506836
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,27,0.05090401968359947,0.05608829095959664,0.04786396026611328,1.3042020797729492
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,28,0.04532989645004273,0.05172925117611885,0.04786515235900879,1.352067232131958
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,29,0.04904567560553551,0.05622291859984398,0.04841256141662598,1.400479793548584
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,30,0.04917554187774658,0.06544009202718734,0.04679369926452637,1.4472734928131104
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,31,579.328014406085,16.997057067871093,0.05153918266296387,1.4988126754760742
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,32,5.37998273229599,0.6791826615333557,0.04816007614135742,1.5469727516174316
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,33,0.2964224317073822,0.16364993751049042,0.047200918197631836,1.5941736698150635
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,34,0.06622718042135238,0.08087121033668518,0.04698681831359863,1.641160488128662
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,35,0.06345074486732483,0.048173764258623124,0.047297000885009766,1.6884574890136719
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,36,0.041452987819910046,0.05003816285729408,0.04785418510437012,1.736311674118042
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,37,0.05403790009021759,0.09591651451587677,0.04626345634460449,1.7825751304626465
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,38,0.05280181890726089,0.06982482856512069,0.04792308807373047,1.830498218536377
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,39,0.05645532470941544,0.05239116418361664,0.046979665756225586,1.8774778842926025
Synthetic_784d,DeepLinearAutoencoder,128,RMSprop,40,0.04394936490058899,0.04574254930019379,0.04636406898498535,1.923841953277588
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,1,0.6691131248474121,0.4444210767745972,0.40952563285827637,0.40952563285827637
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,2,0.3847739598751068,0.2384990930557251,0.22559380531311035,0.6351194381713867
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,3,0.2545904153585434,0.040696924835443495,0.22479939460754395,0.8599188327789307
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,4,0.040097032725811006,0.04092766496539116,0.22478199005126953,1.0847008228302002
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,5,0.03970928540825844,0.04039272880554199,0.22402620315551758,1.3087270259857178
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,6,0.03922699576616287,0.03975670674443245,0.2256908416748047,1.5344178676605225
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,7,0.03918686676025391,0.039128068029880524,0.2243366241455078,1.7587544918060303
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,8,0.03900404986739159,0.03999247586727142,0.22456717491149902,1.9833216667175293
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,9,0.0389249256849289,0.03829382386803627,0.22389483451843262,2.207216501235962
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,10,0.0387585873901844,0.04182176315784454,0.22391843795776367,2.4311349391937256
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,11,0.03877828371524811,0.03961798706650734,0.22332215309143066,2.6544570922851562
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,12,0.03864372533559799,0.03811210778355598,0.22408485412597656,2.878541946411133
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,13,0.03853517404198647,0.03789153560996056,0.22650885581970215,3.105050802230835
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,14,0.038379178524017336,0.038065412253141404,0.22490191459655762,3.3299527168273926
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,15,0.03835693648457527,0.03875684830546379,0.22394204139709473,3.5538947582244873
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,16,0.03836864683032036,0.03851873826980591,0.22528767585754395,3.7791824340820312
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,17,0.03823373204469681,0.038796335399150846,0.22387409210205078,4.003056526184082
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,18,0.03819005742669106,0.03918557426333427,0.22453975677490234,4.227596282958984
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,19,0.03810228058695793,0.03759910145401955,0.2236795425415039,4.451275825500488
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,20,0.03799099510908127,0.038602763026952744,0.22527217864990234,4.676548004150391
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,21,0.03794190728664398,0.03840020021796226,0.2249889373779297,4.90153694152832
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,22,0.03793176919221878,0.03708384332060814,0.2232825756072998,5.12481951713562
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,23,0.037787292152643204,0.0387950504720211,0.22587370872497559,5.350693225860596
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,24,0.03771097138524056,0.03853334674239159,0.22404956817626953,5.574742794036865
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,25,0.03768304118514061,0.03854796436429024,0.22501111030578613,5.799753904342651
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,26,0.03772973054647446,0.03730246719717979,0.22451138496398926,6.024265289306641
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,27,0.03757420179247856,0.0372109816968441,0.22460508346557617,6.248870372772217
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,28,0.037528887152671817,0.03857952496409416,0.22387909889221191,6.472749471664429
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,29,0.037503654688596726,0.038868369609117506,0.22361350059509277,6.6963629722595215
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,30,0.03741153419017792,0.038341060400009154,0.2225179672241211,6.918880939483643
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,31,0.037434715628623966,0.039343931794166564,0.22553038597106934,7.144411325454712
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,32,0.037439550250768665,0.03736677700281143,0.22406697273254395,7.368478298187256
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,33,0.03731412363052368,0.037318874508142474,0.22319698333740234,7.591675281524658
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,34,0.03728500497341156,0.037416466802358626,0.22447991371154785,7.816155195236206
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,35,0.03722684919834137,0.037572577089071274,0.22405099868774414,8.04020619392395
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,36,0.03718428075313568,0.036944732129573825,0.2368173599243164,8.277023553848267
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,37,0.03713506105542183,0.03797073671221733,0.2382957935333252,8.515319347381592
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,38,0.037110365688800814,0.03760403347015381,0.22679972648620605,8.742119073867798
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,39,0.03709958547353744,0.03739944395422935,0.22577619552612305,8.967895269393921
Synthetic_784d,DeepLinearAutoencoder,128,Adasecant,40,0.03705971127748489,0.036934018433094025,0.22902894020080566,9.196924209594727
